0.935	4105.8026	73.4616	6.093363181
0.935	3907.9096	69.6897	6.113575721
0.935	3760.3893	67.018	6.117313346
0.935	3638.0554	64.1367	6.184179394
0.935	3501.3293	61.7269	6.184119499
0.935	3382.5934	59.4218	6.206165827
0.935	3299.8382	57.3787	6.269910234
0.935	3263.8576	56.2786	6.322768762
0.935	3278.2498	55.5451	6.434512845
0.935	3328.6226	55.8071	6.502711465
0.935	3479.7409	56.9596	6.660385378
0.935	3799.9679	60.4172	6.857072092
0.935	4224.5385	65.0796	7.077074691
0.935	4519.579	68.5896	7.183880404
0.935	4735.4623	70.947	7.276922157
0.935	4882.9826	73.3569	7.257108034
0.935	4900.9729	75.9762	7.032732757
0.935	4703.0799	77.2859	6.634397215
0.935	4497.9907	77.2859	6.345088241
0.935	4328.8821	76.0286	6.207520265
0.935	4105.8026	73.4616	6.093363181
0.93	4098.6065	76.9716	5.836516992
0.93	3753.1932	69.8469	5.889817379
0.93	3605.6729	66.9132	5.90639612
0.93	3504.9273	64.5558	5.95102522
0.93	3382.5934	61.884	5.991277891
0.93	3253.0634	59.1075	6.03250903
0.93	3137.9256	56.9596	6.038426099
0.93	3098.347	55.3356	6.137245212
0.93	3091.1509	54.445	6.223149702
0.93	3177.5043	53.7116	6.484344819
0.93	3357.407	54.4974	6.752681289
0.93	3490.5351	55.4404	6.901026555
0.93	3742.399	58.1121	7.058811144
0.93	4019.4493	61.4125	7.173941352
0.93	4350.4704	65.0273	7.333115749
0.93	4613.1285	67.8038	7.457436466
0.93	4933.3554	71.4709	7.565910444
0.93	5160.0329	75.3476	7.50638942
0.93	5152.8368	78.0717	7.234371312
0.93	4882.9826	79.2766	6.751312408
0.93	4515.981	79.3814	6.235645195
0.93	4328.8821	78.4908	6.045121668
0.93	4098.6065	76.9716	5.836516992
0.92	3895.1038	76.9999	5.604953833
0.92	3498.0423	69.543	5.573330537
0.92	3262.1073	64.5159	5.602406888
0.92	3100.9809	60.4942	5.679740826
0.92	2974.3816	57.1428	5.767376906
0.92	2911.0819	55.1319	5.850522172
0.92	2876.5548	52.7859	6.038066428
0.92	3095.2263	52.5346	6.528150263
0.92	3325.4069	53.2887	6.914373464
0.92	3630.3962	55.3833	7.263038725
0.92	4021.7031	59.0698	7.543756658
0.92	4476.3097	64.097	7.737944104
0.92	4907.8983	68.8727	7.89571768
0.92	5414.2955	74.9053	8.008894493
0.92	5477.5952	79.4297	7.640999606
0.92	5166.8514	83.0324	6.894797976
0.92	4712.2448	82.9487	6.294502714
0.92	4395.7465	81.3567	5.986630858
0.92	3895.1038	76.9999	5.604953833
0.91	3476.6206	74.2639	5.244078049
0.91	3224.701	68.7029	5.257799046
0.91	3005.2872	63.8517	5.27233646
0.91	2903.1216	60.3845	5.385541202
0.91	2807.1468	57.1239	5.504740806
0.91	2747.1625	54.9114	5.604171709
0.91	2763.1583	52.3495	5.912658942
0.91	2875.129	52.0584	6.186658152
0.91	3099.0703	52.0584	6.66853158
0.91	3275.0242	52.5242	6.984650303
0.91	3466.974	53.3976	7.273081385
0.91	3725.4137	55.5355	7.514384636
0.91	3882.1425	56.9482	7.636266411
0.91	4076.1876	58.7179	7.776304334
0.91	4631.655	64.5502	8.037633707
0.91	4951.4607	67.9877	8.158166926
0.91	5359.2666	72.2066	8.314154034
0.91	5556.9142	74.5271	8.352357392
0.91	5642.8573	78.9962	8.001703732
0.91	5452.5547	83.3758	7.325708228
0.91	5139.4762	84.8953	6.781485105
0.91	4654.5114	84.359	6.180623313
0.91	4310.7389	82.8395	5.829131463
0.91	3936.2725	79.9793	5.513116345
0.91	3476.6206	74.2639	5.244078049
0.9	3260.0587	74.5051	4.95596124
0.9	3025.4287	69.2255	4.950046793
0.9	2816.3948	65.064	4.902767039
0.9	2705.4789	61.8962	4.950723224
0.9	2632.9569	58.6043	5.088651985
0.9	2590.2969	55.4986	5.286351066
0.9	2581.7649	53.0762	5.509413304
