0.9	2731.0748	51.275	6.032765013
0.9	3025.4287	51.275	6.682973462
0.9	3456.2946	51.7719	7.561450829
0.9	3733.0741	55.0322	7.683130662
0.9	3987.4422	57.3415	7.876147386
0.9	4481.2156	62.0472	8.180166331
0.9	4720.6209	64.5744	8.279940739
0.9	5064.766	67.9294	8.444814022
0.9	5608.8496	73.7595	8.612799034
0.9	5784.9066	78.5519	8.341192432
0.9	5693.0508	85.4618	7.545039306
0.9	5180.1892	87.468	6.707874197
0.9	4659.6731	87.2451	6.049268874
0.9	4292.2499	85.1275	5.710887474
0.9	3901.8628	81.8954	5.396360679
0.9	3260.0587	74.5051	4.95596124
0.89	3082.2767	74.5871	4.733134954
0.89	2783.755	69.4801	4.588931355
0.89	2474.0386	62.1454	4.559723096
0.89	2418.0658	59.4289	4.66027354
0.89	2384.4821	56.8753	4.801880546
0.89	2377.0191	53.4525	5.093374799
0.89	2522.5556	51.5791	5.60154686
0.89	2761.2745	50.5364	6.2581543
0.89	3167.0966	50.1888	7.227622881
0.89	3596.7906	52.448	7.854656707
0.89	3824.7802	55.382	7.910042795
0.89	4041.0945	57.3317	8.073189984
0.89	4207.9656	58.9814	8.171430474
0.89	4858.5993	65.3683	8.51304401
0.89	5159.4019	68.1622	8.669553799
0.89	5587.7693	72.1682	8.868161221
0.89	5784.2107	75.5646	8.767316861
0.89	5937.6806	80.123	8.487907075
0.89	5956.0969	85.5752	7.971771062
0.89	5581.6305	88.5248	7.221661282
0.89	4980.0287	88.9717	6.41092864
0.89	4550.3131	88.2566	5.905206296
0.89	4108.3199	85.3071	5.515946697
0.89	3672.4655	82	5.129616034
0.89	3414.6361	78.8717	4.958658637
0.89	3082.2767	74.5871	4.733134954
0.88	3029.9725	76.4815	4.58913264
0.88	2576.845	69.752	4.279371124
0.88	2395.594	66.2773	4.186939922
0.88	2271.7392	62.1429	4.23462811
0.88	2220.3847	58.2724	4.413810071
0.88	2169.0302	55.3255	4.541387621
0.88	2244.5515	53.3022	4.877898514
0.88	2424.2137	50.6717	5.541836987
0.88	2656.1596	49.952	6.159558807
0.88	3146.6681	49.343	7.387095393
0.88	3424.2427	50.561	7.845076884
0.88	3767.9411	53.8643	8.103103862
0.88	3834.2044	55.059	8.066688048
0.88	4137.4041	57.8431	8.285614071
0.88	4787.7876	64.1135	8.650350605
0.88	5075.8065	66.6527	8.821361732
0.88	5509.156	69.8459	9.136765379
0.88	5678.268	71.5387	9.194395113
0.88	6137.3013	81.0196	8.77476856
0.88	6083.2301	89.7781	7.848960699
0.88	5522.2414	90.6637	7.055540178
0.88	4589.5131	90.6637	5.863831681
0.88	3879.8286	86.9242	5.170352561
0.88	3575.6781	83.7751	4.944151615
0.88	3029.9725	76.4815	4.58913264
0.87	2682.1611	74.952	4.19288908
0.87	2386.1472	69.5283	4.021123028
0.87	2203.2172	65.3152	3.952344501
0.87	2084.5392	59.087	4.133613493
0.87	2033.0358	56.2674	4.233503454
0.87	2016.5547	54.5277	4.333158425
0.87	2012.4344	52.9379	4.45416974
0.86	2470.458	74.0116	3.956491375
0.86	2231.8904	69.2921	3.817874797
0.86	2091.8616	65.3655	3.793297471
0.86	2007.5146	60.9855	3.901796951
0.86	1933.0674	56.853	4.030195853
0.86	1830.7026	52.043	4.169538769
0.85	2313.1721	73.3747	3.780712679
0.85	2142.0361	69.7261	3.684202376
0.85	2047.3001	66.8784	3.671197087
0.85	1973.9562	64.0307	3.69710112
0.85	1915.8922	60.5156	3.796783143
0.85	1866.9962	57.6679	3.882588503
0.85	1805.8762	54.5977	3.966666546
0.85	1772.2602	52.6845	4.03419316
0.84	2184.8201	72.7963	3.642152139
0.84	2038.1321	69.4591	3.560859875
0.84	1946.4522	65.9885	3.57953978
0.84	1873.1082	62.2509	3.65148009
0.84	1821.1562	58.8693	3.754136258
0.84	1772.2602	55.9326	3.845157942
0.84	1701.9722	53.1294	3.887489753
0.82	2010.6281	72.6183	3.441936155
0.82	1860.8842	68.3467	3.384690313
0.82	1756.9802	63.0963	3.461625766
0.82	1689.7482	58.7803	3.573611479
0.82	1643.9082	55.9326	3.653673155
0.82	1570.5643	52.462	3.721585651
0.8	1805.9512	72.4943	3.174264818
0.8	1728.2698	68.2843	3.2250146
0.8	1637.6414	63.1946	3.302021109
0.8	1564.2756	58.3563	3.415596253
0.8	1525.4349	55.5287	3.500395991
0.8	1510.0556	54.5775	3.525496644
